,word,spam,normal
10122,gears,0,2
10123,geared,1,2
10124,gearhead,0,1
10125,geo,0,2
10126,george,5,29
10127,georgia,4,0
10128,geometry,0,19
10129,geometric,0,1
10130,geographic,1,4
10131,geographical,1,3
10132,geography,0,3
10133,geocities,1,3
10134,geocaching,0,2
10135,geodesic,0,6
10136,geodesy,0,1
10137,geodetic,0,1
10138,geodisplay,0,1
10139,geologists,0,1
10140,geological,0,4
10141,geology,0,1
10142,geophysicists,0,1
10143,geoffrey,0,1
10144,gee,0,3
10145,geek,3,112
10146,geeks,0,11
10147,geekier,0,1
10148,geeky,0,1
10149,geesh,0,1
10150,geege,0,52
10151,geez,1,4
10152,geezer,0,1
10153,gerry,0,4
10154,gerrand,1,0
10155,german,2,10
10156,germans,0,3
10157,germany,6,17
10158,germane,0,1
10159,germano,0,1
10160,gerardo,0,1
10161,gerald,0,1
10162,gerhard,0,1
10163,gerontocracy,0,9
10164,gerecht,0,1
10165,gervais,0,1
10166,gestures,0,3
10167,gestalt,0,1
10168,gestappo,0,2
10169,gestion,2,0
10170,gestionnaires,2,0
10171,gesheft,0,2
10172,gesehen,1,0
10173,gel,0,3
10174,geld,1,0
10175,gelmistir,1,0
10176,gecko,0,2
10177,geist,0,1
10178,geil,1,0
10179,geilen,1,0
10180,gebl,1,0
10181,gebastelt,1,0
10182,gebNUMBERttNUMBERrhNUMBERqwtrNUMBERuhiye,1,0
10183,geNUMBER,1,0
10184,gemstones,1,0
10185,gr,2,1
10186,gre,2,0
10187,greek,0,2
10188,greeks,0,1
10189,green,8,24
10190,greener,0,1
10191,greenwich,0,2
10192,greenland,0,2
10193,greenlight,0,1
10194,greenhouse,0,4
10195,greens,0,1
10196,greenstone,0,1
10197,greenberg,0,1
10198,greenough,0,1
10199,greentree,1,0
10200,greeting,2,2
10201,greetings,1,6
10202,greed,3,3
10203,greedy,5,0
10204,greedyand,1,0
10205,greece,1,1
10206,great,68,161
10207,greater,7,41
10208,greatest,8,8
10209,greatly,3,15
10210,greatness,0,2
10211,grease,0,1
10212,greasy,0,1
10213,greasing,0,1
10214,grep,0,17
10215,grepped,0,1
10216,grepping,0,3
10217,greg,0,51
10218,gregor,0,2
10219,gregory,0,19
10220,gregorio,0,2
10221,grey,0,5
10222,greys,0,2
10223,grew,1,9
10224,gremlins,0,1
10225,grenada,1,0
10226,granite,0,1
10227,grand,12,8
10228,grande,1,0
10229,grandest,0,1
10230,grandson,0,1
10231,grandfather,0,3
10232,grandmother,0,1
10233,grandmas,1,0
10234,grant,4,11
10235,granting,0,5
10236,granted,2,24
10237,grantees,0,1
10238,grants,3,10
10239,grange,0,1
10240,grangegorman,0,1
10241,granular,0,3
10242,granularity,0,2
10243,grat,0,1
10244,grateful,1,6
10245,gratuit,2,0
10246,gratuitously,0,2
10247,gratuite,4,1
10248,grata,0,4
10249,gratin,0,1
10250,gratis,0,5
10251,gratifying,0,1
10252,gratitude,2,0
10253,graph,0,2
10254,graphic,0,1
10255,graphics,4,10
10256,graphical,3,2
10257,graphically,0,1
10258,graphite,0,1
10259,graphs,0,1
10260,grape,0,1
10261,grace,0,3
10262,graceful,0,2
10263,gracefully,0,3
10264,graces,1,0
10265,gracie,0,1
10266,gracious,2,0
10267,graco,1,0
10268,graham,0,10
10269,grahamadlam,1,0
10270,gray,0,2
10271,grayson,0,1
10272,gram,0,5
10273,grams,0,3
10274,gramophone,0,1
10275,grammar,0,1
10276,grass,1,9
10277,grasshopper,2,0
10278,grab,5,10
10279,grabbed,0,7
10280,grabbing,3,1
10281,grabs,0,3
10282,graffiti,0,1
10283,grave,0,3
10284,graves,0,2
10285,gravesham,0,1
10286,gravest,0,2
10287,gravel,0,1
10288,gravelly,0,1
10289,gravity,0,2
10290,gravy,3,0
10291,grauniad,0,1
10292,grain,1,4
10293,grainy,0,1
10294,grained,0,1
10295,grade,4,7
10296,grader,0,1
10297,graders,0,1
10298,grades,0,4
10299,graduate,3,5
10300,graduates,0,6
10301,graduated,0,1
10302,gradually,0,4
10303,gro,1,0
10304,group,56,344
10305,groups,3,173
10306,grouping,0,1
10307,groupid,0,1
10308,groupmind,0,1
10309,grouped,0,1
10310,ground,1,34
10311,grounds,0,3
10312,groundbased,0,1
10313,grounded,1,0
10314,grove,0,2
10315,grok,0,6
10316,grokked,0,5
10317,grokster,0,1
10318,grow,8,15
10319,grown,2,11
10320,grownups,0,1
10321,growth,6,19
10322,growthwrinkle,1,0
10323,growing,28,74
10324,grows,0,4
10325,growed,0,1
10326,growling,0,1
10327,grooming,0,1
10328,groove,0,3
10329,groovy,0,1
10330,groovin,1,0
10331,groys,0,2
10332,gross,0,7
10333,grossi,0,6
10334,grossly,3,2
10335,grody,0,1
10336,groda,0,1
10337,groningen,0,2
10338,groaning,0,1
10339,grott,0,1
10340,grotesque,0,1
10341,grotesques,0,1
10342,groth,0,1
10343,groceries,3,0
10344,grub,0,4
10345,grubman,0,2
10346,grubs,0,2
10347,grublje,2,0
10348,gruff,0,2
10349,gruelling,0,1
10350,gruesome,0,1
10351,grumblingly,0,2
10352,grumbled,5,0
10353,grumbledto,1,0
10354,grun,0,1
10355,grundy,0,1
10356,grunting,0,1
10357,grupom,2,0
10358,grupu,2,0
10359,grin,0,2
10360,grind,2,1
10361,grinding,1,3
10362,grinch,0,3
10363,grint,1,0
10364,grier,0,1
10365,grief,0,6
10366,grievous,0,1
10367,grieving,0,1
10368,grieve,0,1
10369,grievance,0,1
10370,grievances,0,5
10371,grip,0,2
10372,gripes,0,1
10373,griped,0,1
10374,grips,0,3
10375,grim,0,5
10376,griffith,0,1
10377,grifter,0,1
10378,grid,0,1
10379,grisoft,0,2
10380,grille,2,0
10381,grynbaum,0,1
10382,gryndlplyx,0,1
10383,grlygrlNUMBER,0,1
10384,grr,0,1
10385,grrr,0,1
10386,grxcbnuNUMBERkopqNUMBERdbtNUMBERciwNUMBERfyjhgeuhqNUMBERgtrxclryvmlffsaz,1,0
10387,go,131,283
10388,got,37,243
10389,goto,0,3
10390,gotton,0,1
10391,gotten,2,22
10392,gotta,0,6
10393,gota,0,1
10394,gotcha,0,1
10395,gov,3,8
10396,govern,0,4
10397,government,41,89
10398,governments,1,13
10399,governmental,0,2
10400,governmentally,0,1
10401,governmet,0,1
10402,governor,0,2
10403,governors,0,2
10404,governed,0,1
10405,governance,0,6
10406,governing,0,3
10407,governtment,0,1
10408,goverment,0,1
10409,govt,0,6
10410,govmint,0,1
10411,govind,0,1
10412,govori,2,0
10413,gone,9,36
10414,goneforgood,5,0
10415,gonze,0,5
10416,gonzaga,0,2
10417,gonna,0,10
10418,goncourt,0,1
10419,gong,0,2
10420,gonads,0,1
10421,good,49,330
10422,goodens,0,2
10423,goodies,0,2
10424,goods,2,6
10425,goodness,0,6
10426,goodnight,0,1
10427,goodbye,2,9
10428,goodman,0,2
10429,goodly,1,0
10430,google,0,44
10431,googlewhacking,0,2
10432,googlebombing,0,2
10433,googlecooking,0,2
10434,googled,0,2
10435,googling,0,6
10436,googlization,0,1
10437,goof,0,1
10438,goofy,3,1
10439,gooey,0,1
10440,gooood,0,2
10441,gord,0,1
10442,gordon,0,33
10443,gorman,0,1
10444,gore,1,5
10445,gory,0,2
10446,gorgeous,0,1
10447,goran,0,1
10448,goin,0,1
10449,going,30,196
10450,goign,0,1
10451,gop,0,1
10452,gospel,0,1
10453,gossip,0,1
10454,gosh,0,1
10455,goshness,0,1
10456,god,12,33
10457,godzilla,0,1
10458,goddess,2,3
10459,godwin,0,1
10460,godammit,0,1
10461,gods,0,2
10462,godhra,0,3
10463,godless,0,1
10464,godly,1,0
10465,godina,2,0
10466,goes,15,72
10467,goeaNUMBERqyclhkyrwq,1,0
10468,goal,6,29
10469,goals,2,10
10470,goalkeeper,0,1
10471,goat,1,2
10472,goats,0,1
10473,goatstown,0,1
10474,gold,6,16
10475,goldman,0,1
10476,golden,2,7
10477,goldie,0,1
10478,goldilocks,0,1
10479,golf,1,4
10480,golfing,0,1
10481,golub,0,1
10482,gourmet,2,1
10483,gourmande,2,0
10484,gougou,0,2
10485,gougers,0,1
10486,gouging,0,3
10487,goupy,2,0
10488,gozer,0,1
10489,goggle,0,1
10490,goff,0,1
10491,gobbling,0,1
10492,goback,5,0
10493,gown,0,1
10494,gowfeoNUMBERqpNUMBER,1,0
10495,gomez,0,1
10496,guess,0,97
10497,guessing,0,9
10498,guessed,2,4
10499,guesswork,2,0
10500,guest,1,2
10501,guestimate,0,1
10502,guests,0,1
10503,guestblog,0,1
10504,guestbloggers,0,1
10505,guerilla,0,2
10506,guenter,0,2
10507,gui,0,10
10508,guid,0,1
10509,guide,19,8
10510,guidelines,12,4
10511,guided,0,7
10512,guides,4,7
10513,guidescope,0,1
10514,guido,0,46
10515,guids,0,1
10516,guidlines,1,0
10517,guidance,1,0
10518,guil,0,1
10519,guilty,1,7
10520,guildenstern,0,2
10521,guitar,0,1
10522,guinea,1,1
10523,guineaeritreaestoniaethiopiafalkland,1,0
10524,guineaparaguayperuphilippinespitcairn,1,0
10525,guise,1,1
10526,guianafrench,1,0
10527,guru,1,0
10528,gurus,4,1
10529,gurls,0,2
10530,gurley,0,1
10531,gubernatorial,0,3
10532,guy,2,47
10533,guys,6,60
10534,guyana,1,0
10535,guard,0,7
10536,guardian,2,13
10537,guarding,0,1
10538,guardent,0,1
10539,guarded,1,0
10540,guards,2,2
10541,guarantee,34,17
10542,guarantees,6,4
10543,guaranteed,54,6
10544,guaranteedNUMBERu,3,0
10545,guaranteeing,0,2
10546,guanaja,0,1
10547,guantanamo,0,1
10548,guangzhou,0,1
10549,guangdong,2,0
10550,guayaquil,0,1
10551,guatemala,1,0
10552,guatemalan,0,1
10553,guam,2,0
10554,guage,1,0
10555,gugliotta,0,1
10556,gun,5,9
10557,guns,2,6
10558,gunshot,0,1
10559,gunfire,0,1
10560,gut,1,2
10561,guterman,0,1
10562,guts,0,4
10563,gutsy,1,0
10564,gulf,0,10
10565,gujarat,0,1
10566,guvmint,0,1
10567,gus,0,1
10568,gushing,0,1
10569,gusmer,1,0
10570,gum,1,0
10571,gumming,0,1
10572,gumson,0,1
10573,guckes,0,1
10574,gucci,1,0
10575,guzhen,2,0
10576,guonqltlNUMBERmoNUMBERumshbkNUMBERalnrhaduuNUMBERywNUMBERtyswxlzuvixhhboak,1,0
10577,guwlx,1,0
10578,gy,1,0
10579,gym,0,1
10580,gymowNUMBERxnlzwppvNUMBERkonuejpviNUMBERn,1,0
10581,gynecologists,0,1
10582,gyrations,0,1
10583,gykNUMBERlhwilxanrnsefkswgsspiwnlaNUMBERuljyqxpky,1,0
10584,gyhqbeNUMBERldumrqjxmdaNUMBERtbNUMBERrqhlduejgyhqbeNUMBERldumrqjxmdaNUMBERtbNUMBERrqhlduejgyhqbeNUMBERldumrqj,1,0
10585,glas,1,0
10586,glasgow,0,1
10587,glass,0,6
10588,glasses,1,4
10589,glasova,2,0
10590,glands,0,1
10591,glanz,0,1
10592,glance,0,1
10593,glancing,0,1
10594,glans,1,0
10595,glad,8,15
10596,gladesville,0,1
10597,gladly,0,3
10598,gladiator,1,0
10599,gladiatorstarring,1,0
10600,glare,0,1
10601,glacier,0,2
10602,glaciers,0,8
10603,glaciated,0,2
10604,glabicki,0,1
10605,glavni,2,0
10606,glamourie,1,0
10607,glx,0,1
10608,glob,0,3
10609,global,4,62
10610,globalised,0,1
10611,globalisation,0,1
10612,globalized,0,2
10613,globally,0,3
10614,globalhamhist,0,2
10615,globe,1,13
10616,globetrotters,0,1
10617,gloss,0,2
10618,glossy,0,1
10619,glossed,0,3
10620,glossary,3,0
10621,glosded,0,1
10622,glow,0,3
10623,glowing,0,2
10624,glows,0,1
10625,glove,0,1
10626,gloves,0,1
10627,glover,0,1
10628,gloucestershire,0,2
10629,glorified,0,2
10630,glorifies,1,0
10631,gloria,0,1
10632,glory,0,4
10633,gloom,0,1
10634,gloomy,0,1
10635,gloating,0,5
10636,glbtgrNUMBERkNUMBERfzylnnrncftNUMBERfst,0,1
10637,glen,0,2
10638,glenn,0,4
10639,glennie,0,1
10640,glean,0,2
10641,gleaming,0,1
10642,glee,0,1
10643,gleeful,0,1
10644,gleefully,0,1
10645,gledista,2,0
10646,glehnia,1,0
10647,glimmer,0,1
10648,glimpse,1,1
10649,glibc,0,4
10650,glibNUMBER,0,2
10651,glitch,0,2
10652,glittering,0,1
10653,glitterati,0,1
10654,gliger,2,0
10655,glue,0,5
10656,glut,0,3
10657,gluth,0,1
10658,glucophage,2,0
10659,glm,0,3
10660,glyph,0,1
10661,glype,1,0
10662,glynn,0,2
10663,glycosides,1,0
10664,glnow,0,1
10665,glNUMBERpkfppNUMBERntNUMBERy,1,0
10666,glNUMBERpkfppNUMBERnyzlbNUMBERjjp,1,0
10667,gi,2,0
10668,give,59,198
10669,gives,2,72
10670,given,22,94
10671,giving,10,51
10672,girl,4,26
10673,girls,13,12
10674,girlfriend,0,4
10675,girlfriends,3,0
10676,girlvortxsnlghNUMBERifqxNUMBERtqNUMBERfllNUMBERnoqptlndktzlldenteqvNUMBERzjwweogspNUMBERmzNUMBERyrlhznpgnNUMBERmgrso,1,0
10677,giro,0,1
10678,girth,0,1
10679,gica,0,1
10680,gichp,1,0
10681,gimmick,0,2
10682,gimmicky,0,1
10683,gimmicks,2,0
10684,gimme,0,2
10685,gime,0,1
10686,gimpy,0,3
10687,gimli,0,1
10688,gis,0,3
10689,gist,0,2
10690,giselle,0,1
10691,giant,2,11
10692,giants,0,9
10693,gianni,0,4
10694,giannini,0,1
10695,giacconi,0,1
10696,gif,0,5
10697,gift,9,7
10698,gifts,6,1
10699,gifting,2,0
10700,gifted,1,0
10701,gifjzeNUMBERb,1,0
10702,giuseppe,0,1
10703,giuliani,0,1
10704,gibson,0,9
10705,gibbon,0,40
10706,gibberish,0,2
10707,gibraltar,1,0
10708,gid,0,1
10709,gideon,0,1
10710,gig,0,1
10711,gigantic,1,3
10712,gigabit,0,2
10713,gigabytes,0,2
10714,giggle,0,1
10715,giggled,0,1
10716,gigs,0,3
10717,gigt,2,0
10718,gill,0,2
10719,gillmor,0,8
10720,gilles,0,1
10721,gillette,2,0
10722,gilsanz,0,1
10723,gilbert,0,1
10724,ginger,1,4
10725,gingerly,0,1
10726,gingras,0,13
10727,ginseng,1,0
10728,ginko,1,0
10729,giorgio,0,1
10730,gion,2,0
10731,gionaux,2,0
10732,gie,2,0
10733,giques,2,0
10734,gnu,0,17
10735,gnupg,0,21
10736,gnuplot,0,1
10737,gnumpNUMBERd,0,1
10738,gnumake,0,1
10739,gnus,0,1
10740,gnuserv,0,1
10741,gnutella,0,2
10742,gnome,0,15
10743,gnomecore,0,3
10744,gnomeNUMBER,0,6
10745,gnomehide,0,3
10746,gnomemm,0,2
10747,gnawed,0,2
10748,gnat,0,9
10749,gnarly,1,0
10750,gnikcab,0,1
10751,gnnNUMBERrpejiutfNUMBERtNUMBERvfuhNUMBERm,1,0
10752,gpl,0,10
10753,gpled,0,1
10754,gpg,1,20
10755,gpgrfcNUMBER,0,1
10756,gpgruntwice,0,1
10757,gpgchoosekey,0,1
10758,gpgcacheids,0,1
10759,gpgcomment,0,1
10760,gpgcompressalgo,0,1
10761,gpgciphermods,0,1
10762,gpgcipheralgo,0,1
10763,gpgminmatch,0,1
10764,gpgmodulepath,0,1
10765,gpgshowinline,0,1
10766,gpgshortmessages,0,1
10767,gpgautoextract,0,1
10768,gpgkeyserver,0,1
10769,gpgkeyserverurl,0,1
10770,gpgkeyquerymethod,0,1
10771,gpgkeyothermethod,0,1
10772,gpghkpkeyserverurl,0,1
10773,gpgdigestmods,0,1
10774,gpgdigestalgo,0,1
10775,gpgpubkeymods,0,1
10776,gpgpgpNUMBERcompatibility,0,1
10777,gphotoNUMBER,0,1
10778,gps,0,2
10779,gpu,0,1
10780,gprs,0,5
10781,gprbhrobNUMBERo,1,0
10782,gprNUMBERkqmmtNUMBERwbmaeaNUMBER,1,0
10783,gpo,1,0
10784,gpyhrzdsNUMBERooczyaxNUMBERsNUMBERplnfkNUMBERfpaNUMBERxNUMBERfeoumnfNUMBERwzNUMBERncfpyzxNUMBEReNUMBERjpaxgcqdstjfelnvlryv,1,0
10785,gcc,0,8
10786,gccNUMBER,0,5
10787,gcses,0,1
10788,gcoakgwnibgafjecarccjbjiiqlluijseublait,1,0
10789,gcdsnhkepffmlhkeohtwcplfNUMBERrNUMBERqaolqNUMBERvynNUMBERxhNUMBERtgeprnjo,1,0
10790,gcNUMBERxrhdzriwyqNUMBERrsx,1,0
10791,gcispaNUMBERnyl,1,0
10792,gb,0,7
10793,gbolcer,0,9
10794,gbayes,0,1
10795,gbbandwidth,1,0
10796,gbNUMBER,1,0
10797,gbNUMBERx,1,0
10798,gbNUMBERaaamrqhlduaayaabyeNUMBERzwyvkaNUMBERaaaaaaaadilftpnphmrlgszfp,1,0
10799,gblNUMBERmhyv,1,0
10800,gjlNUMBERyjqfsowumqzqlkkutxNUMBERljvvNUMBERosNUMBERydjgraqpxm,0,1
10801,gjNUMBERwjuuysNUMBERtkscNUMBERirmjNUMBER,1,0
10802,gjyv,1,0
10803,gjprkNUMBERhjzjcoNUMBERtwgogjprkNUMBERmNUMBERxuNUMBERftbnNUMBERadaaahjsuiuunhibNUMBERrgzljyNUMBERnogaacmlizbuxlpNUMBERz,1,0
10804,gNUMBER,4,7
10805,gNUMBERdNUMBERqufNUMBER,0,1
10806,gNUMBERdNUMBERvoNUMBER,0,1
10807,gNUMBERdNUMBERpeqgopvqvwvdywmvNUMBERo,1,0
10808,gNUMBERdurrhfNUMBERjfj,1,0
10809,gNUMBERgvdmxNUMBER,0,1
10810,gNUMBERjpgfjNUMBER,0,1
10811,gNUMBERbhNUMBERtNUMBERdofbwptzdxqrqNUMBERrkmjysNUMBERxtNUMBERufr,1,0
10812,gNUMBERbhNUMBERtNUMBERdynbNUMBERdNUMBERnrmc,1,0
10813,gNUMBERbhNUMBERtrq,1,0
10814,gNUMBERsaqNUMBERzurjowu,1,0
10815,gNUMBERsjbNUMBERfuNUMBER,1,0
10816,gNUMBERke,1,0
10817,gNUMBERcyNUMBERchcgsqqnblbbzfmtNUMBER,1,0
10818,gNUMBERcNUMBERzmNUMBERdfbjtgiimytNUMBERyuovkzcziaayqNUMBERmoyNUMBERzNUMBERjsNUMBERmoNUMBERdNUMBERuNUMBERxngssrbNUMBERcNUMBERuwwkpwulnjNUMBERo,1,0
10819,gNUMBERlxxxhlv,1,0
10820,gNUMBERhNUMBERetnqkouxjjNUMBERaNUMBERxfvpNUMBERqgoukkNUMBERteuxr,1,0
10821,gNUMBERxauNUMBERkb,1,0
10822,gNUMBERmatwtNUMBERnrpolnllrxrp,1,0
10823,gNUMBERmNUMBERbqnobylymtbzdfvqxNUMBERfNUMBERpcvxfmzrbjjncNUMBERtxNUMBERyzkzNUMBER,1,0
10824,gNUMBERwsyNUMBERdNUMBERrogqNUMBERquitNUMBERcjxqhgpomu,1,0
10825,gNUMBERzonkf,1,0
10826,gm,1,4
10827,gmt,0,59
10828,gmtNUMBERinfo,2,0
10829,gmtfNUMBERnkNUMBERnixuyqkNUMBERjyokvluaaqaaam,1,0
10830,gmane,0,3
10831,gmjndydg,1,0
10832,gmkNUMBERyxgm,1,0
10833,gmllvqa,1,0
10834,gmNUMBERmNUMBERnzytlslNUMBERhuNUMBERfprmjgn,1,0
10835,ghost,5,7
10836,ghosting,0,3
10837,ghostly,0,1
10838,ghosts,0,2
10839,ghoulish,0,1
10840,ghz,1,2
10841,ghetto,2,3
10842,ghastly,0,1
10843,ghana,1,0
10844,ghwulwjqvsiNUMBERyjqhieftowtvntbjczy,1,0
10845,ghNUMBERzrlboteNUMBERfNUMBERmmxbaNUMBERfouflNUMBERynrqioquvwswdhptpzdwwtnhzxndnsNUMBERigNUMBERj,1,0
10846,ghgNUMBERfNUMBERinsNUMBERsqgNUMBERlmNUMBERkzqosNUMBERlNUMBERjrpfvpeNUMBERbnNUMBER,1,0
10847,gt,1,2
10848,gtk,0,7
10849,gtkam,0,1
10850,gtkNUMBER,0,3
10851,gtkmm,0,2
10852,gtaNUMBER,0,1
10853,gttNUMBERzlkuhopNUMBERmqikNUMBERzotNUMBERebrrrlgvcxdgNUMBERhdbmjceaNUMBERylcxgsrjNUMBERaanaaaaaaaaaaaaaapNUMBERnqNUMBERv,1,0
10854,gtoqNUMBERe,1,0
10855,gtbqkNUMBERpsuqpNUMBERxNUMBERfddfNUMBERlkzNUMBERp,1,0
10856,gs,0,2
10857,gst,0,4
10858,gstreamer,0,3
10859,gstxmlregistryrebuild,0,4
10860,gstpluginloadplugin,0,1
10861,gsm,0,4
10862,gszwzeNUMBERbhguNUMBERrNUMBERrpkngdsqNUMBERurmvNUMBERzkwaqiNUMBERpjtzxijzptrvgNUMBERkfoNUMBERyNUMBERzNUMBERgmsNUMBER,1,0
10863,gskNUMBEResw,1,0
10864,gsksxaaNUMBERoNUMBERyadwNUMBERr,1,0
10865,gsaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,0
10866,gsaaaaaaaaaaaaaaaaaaaaaabrqdlxffNUMBERsuuqlw,1,0
10867,gsaaaauNUMBERuolnjgwscsNUMBERzNUMBERdcagrphlwywpmNUMBERnqiuNUMBERoswock,1,0
10868,gsjxgcaNUMBERxpcsNUMBERsjhvlopNUMBERfwjjlmtwNUMBERuduckizzxlyy,1,0
10869,gsNUMBERctlcNUMBERvajgzouoleegvNUMBERo,1,0
10870,gsobqaaaaaaaayttdtdxchvgNUMBERzvNUMBERternznysNUMBERe,1,0
10871,gsy,1,0
10872,gsyjjcuNUMBERtNUMBERhNUMBERcnNUMBERjrfNUMBERnz,1,0
10873,gvim,0,6
10874,gvr,0,1
10875,gvxbNUMBER,1,0
10876,gvgynzoxjNUMBERrnggNUMBERpyrjNUMBERdebq,1,0
10877,gvNUMBERawNUMBER,1,0
10878,gvNUMBERonlfpNUMBERtawjpmtlqNUMBERppbvouxuxjdjNUMBERso,1,0
10879,gvNUMBERkfniagqytaNUMBEReNUMBERqNUMBERkowkNUMBERmmNUMBERiNUMBERantNUMBER,1,0
10880,gvzsNUMBERuishNUMBERmep,1,0
10881,gkrellm,0,4
10882,gkrellmNUMBER,0,1
10883,gkNUMBER,0,1
10884,gg,4,18
10885,ggr,0,1
10886,ggruff,0,1
10887,ggggggggg,0,1
10888,ggoodman,0,1
10889,ggNUMBERyopceifmNUMBERmNUMBERcweagcNUMBERbwNUMBERzmNUMBERxemwabboNUMBERea,1,0
10890,ggqhcvjx,1,0
10891,gflops,0,1
10892,gfgazuwldzllxpiyasikksjdypoNUMBERlsmqNUMBERjqvffekvndNUMBERzrsNUMBERxNUMBERldtoNUMBERx,1,0
10893,gfiw,1,0
10894,gfvkNUMBERjoyehhvwlfj,1,0
10895,gfNUMBERaqlNUMBERpouhvsecekk,1,0
10896,gz,1,7
10897,gzip,0,1
10898,gzipped,0,3
10899,gzglrtlz,1,0
10900,gzfNUMBERqNUMBERbpppy,1,0
10901,gzedsNUMBERmvmvoe,1,0
10902,gzdzynitusNUMBEReciNUMBERrbdvzfclngwNUMBERthsnfNUMBERbyNUMBERujjrltfowvNUMBERcNUMBERyyjiuclmp,1,0
10903,gx,1,0
10904,gxxpersonalityvNUMBER,0,1
10905,gxwmNUMBERsgNUMBERpwpeffl,1,0
10906,gxwpqppNUMBERofjlNUMBERgcuntxfyzoycxlpddbby,1,0
10907,gxsfxjkNUMBERcdbxelrvvfn,1,0
10908,gxccNUMBERhqrlnriNUMBERtNUMBERjqqweiNUMBERrfujgadjaissdokNUMBERcvbbwrxwalaeNUMBERwaaahkxreobamctxlxrymmso,1,0
10909,gdb,0,2
10910,gdinwiddie,0,1
10911,gdc,0,4
10912,gdNUMBERethvozffrplbtpnhvkryjxgdzzzzNUMBERcNUMBERekzoruvrpNUMBERoNUMBERbvcuuuqgnulvjekNUMBERwfaNUMBERzjguwpjneNUMBERy,1,0
10913,gw,1,1
10914,gward,0,8
10915,gwarzo,2,0
10916,gwaukesha,1,0
10917,gwu,0,1
10918,gwNUMBERdtkvukkveNUMBERoucmbNUMBERuoeqlNUMBERbwrnrxzNUMBERvfdfaNUMBERwuoyumvNUMBERlbielrfvvkbNUMBERecxrNUMBERgrlvNUMBERmNUMBERjhhbs,1,0
10919,gwsmeunjNUMBERepoxrsgNUMBERpNUMBERumNUMBERcpfmszNUMBERtrNUMBERmNUMBERylgx,1,0
10920,gwbthyxgaedxoNUMBERxnblhepeNUMBEReasatlkNUMBERdgakyaaaaabjNUMBERlfltqciNUMBERwdycwbaxyNUMBERbupmNUMBERpd,1,0
10921,gq,1,0
10922,m,54,558
10923,me,95,548
10924,mes,0,2
10925,mess,1,11
10926,message,118,472
10927,messagelabs,0,3
10928,messages,11,229
10929,messaging,0,8
10930,messenger,0,15
10931,messed,0,7
10932,messing,0,6
10933,messiah,0,1
10934,messmer,0,1
10935,messy,0,1
10936,messsage,1,0
10937,mesmerizing,0,2
10938,mesh,0,1
10939,meshnetworks,0,1
10940,meshed,0,1
10941,mesosebky,1,0
10942,mercury,0,4
10943,mercenary,0,10
10944,mercedes,1,4
10945,mercea,0,6
10946,merchant,5,3
10947,merchantnet,1,0
10948,merchants,1,0
10949,merchandise,6,1
10950,merchandiser,1,0
10951,mercy,0,1
10952,merciless,6,0
10953,mere,1,5
10954,merely,0,19
10955,merrier,0,1
10956,merriam,0,1
10957,merge,0,12
10958,merger,0,1
10959,mergers,0,2
10960,merges,0,1
10961,merged,0,5
10962,merging,0,1
10963,merit,2,8
10964,merits,0,1
10965,meritocracy,0,4
10966,meritocracies,0,2
10967,meridian,2,0
10968,mea,0,2
10969,mean,16,103
10970,meaning,11,23
10971,meaningful,0,11
10972,meanings,0,6
10973,meaningless,0,2
10974,meant,6,29
10975,meantime,0,7
10976,means,20,107
10977,meaner,0,1
10978,meanwhile,3,15
10979,measure,2,18
10980,measured,0,10
10981,measurement,0,5
10982,measurements,0,6
10983,measures,2,8
10984,measuring,1,7
10985,measurable,0,4
10986,meat,1,4
10987,meatspace,0,4
10988,meaty,1,0
10989,meal,0,3
10990,meals,1,1
10991,meadow,0,1
10992,member,45,31
10993,members,28,36
10994,membership,13,6
10995,memberships,0,1
10996,memo,1,2
10997,memorial,1,7
10998,memorials,0,1
10999,memorializing,0,1
11000,memorialize,0,1
11001,memories,1,5
11002,memory,6,50
11003,memoryimproved,1,0
11004,memorandum,0,4
11005,memorandums,0,1
11006,memorable,0,1
11007,memoirs,0,2
11008,memos,0,1
11009,meme,0,3
11010,memepool,0,1
11011,mementos,0,1
11012,memri,0,2
11013,memc,0,1
11014,men,11,50
11015,mention,3,32
11016,mentioned,3,39
11017,mentioning,0,11
11018,mentionned,0,2
11019,mentions,1,3
11020,mental,0,5
11021,mentally,0,7
11022,mentality,1,0
11023,mentor,5,1
11024,ments,2,0
11025,menu,1,23
11026,menus,0,5
11027,menubar,0,2
11028,mencken,0,1
11029,meniang,0,3
11030,meng,0,1
11031,mena,0,1
11032,menaced,0,2
11033,menacing,0,1
11034,menage,0,1
11035,menlo,0,4
11036,met,6,34
11037,meta,1,7
11038,metal,1,7
11039,metallic,1,3
11040,metalheads,0,1
11041,metadata,0,2
11042,metabolism,2,0
11043,method,13,58
11044,methods,11,20
11045,methodology,0,2
11046,methane,0,3
11047,methadone,0,1
11048,methamphetamine,0,2
11049,metro,0,10
11050,metronom,0,2
11051,metropolitan,0,1
11052,metropolis,0,1
11053,metre,0,7
11054,metres,0,2
11055,metric,1,1
11056,metrics,0,1
11057,metrix,0,3
11058,meter,0,6
11059,meters,0,4
11060,meteor,0,1
11061,meteorite,0,1
11062,meteoric,0,1
11063,meteors,0,1
11064,meteorologists,0,1
11065,meteorological,0,2
11066,meteorology,0,1
